,ANOING,SEMING,INGRESSO,INGRESSODESC,COTA,GRANDEAREA,GRANDEAREATEXTO,ETNIA,SEXO,CAMPUS,TURNO,NOMECURSO,SITUACAO,MOTIVOSAIDA,DEFICIENCIA,POSSUIDEFICIENCIA,CAMPUSSIGLA
1529,2024,1,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,CET,CIÊNCIAS EXATAS E DA TERRA,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,MATEMÁTICA - 82A,ATIVO,A Especificar,Não Informada,Não,JF
1533,2026,1,OUTROS,OPCAO SEGUNDO CICLO DO B. I. EM CIENCIAS HUMANAS,Não se aplica,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,CIÊNCIA DA RELIGIÃO - 73B,ATIVO,A Especificar,Não Informada,Não,JF
1565,2017,2,SISU,SISU - GRUPO E,Grupo E,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,FISIOTERAPIA - 20A,ATIVO,A Especificar,Não Informada,Não,JF
1570,2020,2,SISU,SISU - GRUPO D,Grupo D,CS,CIÊNCIAS DA SAÚDE,PRETA,Feminino,JUIZ DE FORA,INTEGRAL,MEDICINA - 15A,ATIVO,A Especificar,Não Informada,Não,JF
1602,2020,1,SISU,SISU - GRUPO C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ODONTOLOGIA - 16A,ATIVO,A Especificar,Não Informada,Não,JF
1606,2021,1,OUTROS,OPCAO SEGUNDO CICLO DO B. I. EM ARTES E DESIGN,Não se aplica,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,CINEMA E AUDIOVISUAL - 66B,ATIVO,A Especificar,Não Informada,Não,JF
1651,2023,1,SISU,SISU - GRUPO C,Grupo C,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS - 72A,ATIVO,A Especificar,Não Informada,Não,JF
1672,2026,1,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,CIÊNCIA DA RELIGIÃO - 73B,ATIVO,A Especificar,Não Informada,Não,JF
1685,2026,1,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,CET,CIÊNCIAS EXATAS E DA TERRA,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,CIÊNCIAS EXATAS - 65A,ATIVO,A Especificar,Não Informada,Não,JF
1688,2023,1,SISU,SISU - GRUPO C,Grupo C,CH,CIÊNCIAS HUMANAS,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,TURISMO - 92A,ATIVO,A Especificar,Não Informada,Não,JF
1794,2023,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS - 72A,ATIVO,A Especificar,Não Informada,Não,JF
1795,2024,1,SISU,SISU - GRUPO D VG Edital,Grupo D,ECC,ENGENHARIAS,PRETA,Feminino,JUIZ DE FORA,INTEGRAL,ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA - 65J,ATIVO,A Especificar,Não Informada,Não,JF
1807,2021,1,SISU,SISU - GRUPO D,Grupo D,LLA,"LINGÜÍSTICA, LETRAS E ARTES",PARDA,Feminino,JUIZ DE FORA,INTEGRAL,ARQUITETURA E URBANISMO - 33A,ATIVO,A Especificar,Não Informada,Não,JF
1859,2022,2,SISU,SISU - GRUPO C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,MEDICINA - 15A,ATIVO,A Especificar,Não Informada,Não,JF
1872,2023,2,SISU,SISU - GRUPO D,Grupo D,CH,CIÊNCIAS HUMANAS,PRETA,Feminino,JUIZ DE FORA,NOTURNO,BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS - 73A,ATIVO,A Especificar,Não Informada,Não,JF
1876,2026,1,SISU,SISU - GRUPO C,Grupo C,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,PSICOLOGIA - 32A,ATIVO,A Especificar,Não Informada,Não,JF
1879,2025,2,SISU,SISU - GRUPO C,Grupo C,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS - 73A,ATIVO,A Especificar,Não Informada,Não,JF
1882,2025,1,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,NOTURNO,LETRAS - LIBRAS - 88A,ATIVO,A Especificar,Não Informada,Não,JF
1906,2024,2,SISU,SISU - GRUPO D,Grupo D,CS,CIÊNCIAS DA SAÚDE,PRETA,Feminino,JUIZ DE FORA,INTEGRAL,FARMÁCIA - 07A,ATIVO,A Especificar,Não Informada,Não,JF
1944,2021,1,SISU,SISU - GRUPO D,Grupo D,ECC,ENGENHARIAS,PRETA,Feminino,JUIZ DE FORA,NOTURNO,ENGENHARIA ELÉTRICA - ENERGIA - 65H,ATIVO,A Especificar,Não Informada,Não,JF
1955,2018,1,SISU,SISU - GRUPO C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,MEDICINA VETERINÁRIA - 87A,ATIVO,A Especificar,Não Informada,Não,JF
2080,2026,1,SISU,SISU - GRUPO C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,MEDICINA VETERINÁRIA - 87A,ATIVO,A Especificar,Não Informada,Não,JF
2098,2025,1,SISU,SISU - GRUPO C,Grupo C,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,TURISMO - 92A,ATIVO,A Especificar,Não Informada,Não,JF
2183,2020,1,VESTIBULAR,Vestibular,Grupo B,CET,CIÊNCIAS EXATAS E DA TERRA,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,MÚSICA - 89F,ATIVO,A Especificar,Não Informada,Não,JF
2187,2023,1,SISU,SISU - GRUPO C,Grupo C,CS,CIÊNCIAS DA SAÚDE,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,EDUCAÇÃO FÍSICA - 21B,ATIVO,A Especificar,Não Informada,Não,JF
2212,2024,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,MEDICINA VETERINÁRIA - 87A,ATIVO,A Especificar,Não Informada,Não,JF
2214,2021,2,SISU,SISU - GRUPO C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,MEDICINA VETERINÁRIA - 87A,ATIVO,A Especificar,Não Informada,Não,JF
2230,2026,1,SISU,SISU - GRUPO C,Grupo C,CH,CIÊNCIAS HUMANAS,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,ABI - FILOSOFIA - 08ABI,ATIVO,A Especificar,Não Informada,Não,JF
2299,2026,1,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,CH,CIÊNCIAS HUMANAS,OUTRA,Feminino,JUIZ DE FORA,NOTURNO,CIÊNCIA DA RELIGIÃO - 73BL,ATIVO,A Especificar,Não Informada,Não,JF
2301,2016,1,SISU,SISU - GRUPO C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,ADMINISTRAÇÃO - 46A,ATIVO,A Especificar,Não Informada,Não,JF
2303,2016,1,SISU,SISU - GRUPO D,Grupo D,CH,CIÊNCIAS HUMANAS,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,GEOGRAFIA - 10L,ATIVO,A Especificar,Não Informada,Não,JF
2307,2025,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,DIREITO - 04A,ATIVO,A Especificar,Não Informada,Não,JF
2309,2024,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,LLA,"LINGÜÍSTICA, LETRAS E ARTES",PARDA,Feminino,JUIZ DE FORA,INTEGRAL,LETRAS - 13LPO/FR,ATIVO,A Especificar,Não Informada,Não,JF
2331,2024,1,SISU,SISU - GRUPO D,Grupo D,CSA,CIÊNCIAS SOCIAIS APLICADAS,PRETA,Feminino,JUIZ DE FORA,INTEGRAL,ADMINISTRAÇÃO - 26A,ATIVO,A Especificar,Não Informada,Não,JF
2340,2025,1,SISU,SISU - GRUPO E,Grupo E,CB,CIÊNCIAS BIOLÓGICAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ABI - CIÊNCIAS BIOLÓGICAS - 01ABI,ATIVO,A Especificar,Não Informada,Não,JF
2470,2025,1,SISU,SISU - GRUPO C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,FARMÁCIA - 07A,ATIVO,A Especificar,Não Informada,Não,JF
2474,2016,2,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,HISTÓRIA - 11B,ATIVO,A Especificar,Não Informada,Não,JF
2507,2024,2,SISU,SISU - GRUPO A,Grupo A,CH,CIÊNCIAS HUMANAS,PRETA,Feminino,JUIZ DE FORA,NOTURNO,BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS - 73A,ATIVO,A Especificar,Não Informada,Não,JF
2572,2025,1,OUTROS,OPCAO SEGUNDO CICLO DO B. I. EM CIENCIAS HUMANAS,Não se aplica,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,CIÊNCIAS SOCIAIS - 73CL,ATIVO,A Especificar,Não Informada,Não,JF
2594,2026,1,VAGA OCIOSA,Mudança de Curso,Não se aplica,CH,CIÊNCIAS HUMANAS,PRETA,Feminino,JUIZ DE FORA,MATUTINO,PEDAGOGIA - 17A,ATIVO,A Especificar,Não Informada,Não,JF
2650,2025,1,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,NOTURNO,LETRAS - 29LPO,ATIVO,A Especificar,Não Informada,Não,JF
2659,2020,1,SISU,SISU - GRUPO C,Grupo C,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ARQUITETURA E URBANISMO - 33A,ATIVO,A Especificar,Não Informada,Não,JF
2668,2023,1,SISU,SISU - GRUPO C,Grupo C,CH,CIÊNCIAS HUMANAS,PRETA,Feminino,JUIZ DE FORA,INTEGRAL,FILOSOFIA - 08L,ATIVO,A Especificar,Não Informada,Não,JF
2715,2024,1,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,MÚSICA - 63B,ATIVO,A Especificar,Não Informada,Não,JF
2737,2018,2,SISU,SISU - GRUPO A,Grupo A,CH,CIÊNCIAS HUMANAS,PRETA,Feminino,JUIZ DE FORA,NOTURNO,PEDAGOGIA - 30A,ATIVO,A Especificar,Não Informada,Não,JF
2767,2017,2,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,NOTURNO,LETRAS - 29LPO,ATIVO,A Especificar,Não Informada,Não,JF
2800,2026,1,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,ECC,ENGENHARIAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,ENGENHARIA ELÉTRICA - ENERGIA - 65H,ATIVO,A Especificar,Não Informada,Não,JF
2916,2025,1,VAGA OCIOSA,Mudança de Curso,Não se aplica,CSA,CIÊNCIAS SOCIAIS APLICADAS,PRETA,Feminino,JUIZ DE FORA,NOTURNO,ADMINISTRAÇÃO - 46A,ATIVO,A Especificar,Não Informada,Não,JF
3197,2025,1,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,CSA,CIÊNCIAS SOCIAIS APLICADAS,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,CIÊNCIAS CONTÁBEIS - 77A,ATIVO,A Especificar,Não Informada,Não,JF
3296,2023,2,SISU,SISU - GRUPO D VG Edital,Grupo D,CSA,CIÊNCIAS SOCIAIS APLICADAS,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,DIREITO - 04A,ATIVO,A Especificar,Não Informada,Não,JF
3347,2025,1,SISU,SISU - GRUPO E VG Edital,Grupo E,CET,CIÊNCIAS EXATAS E DA TERRA,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ESTATÍSTICA - 65D,ATIVO,A Especificar,Não Informada,Não,JF
3456,2020,2,SISU,SISU - GRUPO C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,EDUCAÇÃO FÍSICA - 21B,ATIVO,A Especificar,Não Informada,Não,JF
3493,2024,2,SISU,SISU - GRUPO C,Grupo C,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,TURISMO - 93A,ATIVO,A Especificar,Não Informada,Não,JF
3783,2019,1,SISU,SISU - GRUPO E,Grupo E,CSA,CIÊNCIAS SOCIAIS APLICADAS,PARDA,Feminino,JUIZ DE FORA,NOTURNO,CIÊNCIAS ECONÔMICAS - 51A,ATIVO,A Especificar,Não Informada,Não,JF
3963,2026,1,SISU,SISU - GRUPO C,Grupo C,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,LICENCIATURA EM ARTES VISUAIS - 96A,ATIVO,A Especificar,Auditiva,Sim,JF
4040,2024,1,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,LETRAS - 13BFR,ATIVO,A Especificar,Não Informada,Não,JF
4565,2025,2,SISU,SISU - GRUPO D,Grupo D,CH,CIÊNCIAS HUMANAS,PRETA,Feminino,JUIZ DE FORA,NOTURNO,PEDAGOGIA - 30A,ATIVO,A Especificar,Não Informada,Não,JF
4770,2026,1,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,CET,CIÊNCIAS EXATAS E DA TERRA,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,FÍSICA - ABI - 65E,ATIVO,A Especificar,Não Informada,Não,JF
4858,2018,1,SISU,SISU - GRUPO B,Grupo B,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,MEDICINA VETERINÁRIA - 87A,ATIVO,A Especificar,Não Informada,Não,JF
4892,2025,1,SISU,SISU - GRUPO C VG Edital,Grupo C,CET,CIÊNCIAS EXATAS E DA TERRA,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,QUÍMICA - 65G-ABI,ATIVO,A Especificar,Não Informada,Não,JF
4914,2022,2,SISU,SISU - GRUPO D,Grupo D,CH,CIÊNCIAS HUMANAS,PRETA,Feminino,JUIZ DE FORA,NOTURNO,BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS - 73A,ATIVO,A Especificar,Não Informada,Não,JF
5078,2025,1,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,SERVIÇO SOCIAL - 68A,ATIVO,A Especificar,Não Informada,Não,JF
5083,2026,1,SISU,SISU - GRUPO D,Grupo D,CH,CIÊNCIAS HUMANAS,PRETA,Feminino,JUIZ DE FORA,INTEGRAL,PSICOLOGIA - 32A,ATIVO,A Especificar,Não Informada,Não,JF
5119,2025,1,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,CET,CIÊNCIAS EXATAS E DA TERRA,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,MATEMÁTICA - ABI - 65F,ATIVO,A Especificar,Não Informada,Não,JF
5120,2025,1,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,TURISMO - 93A,ATIVO,A Especificar,Não Informada,Não,JF
5202,2026,1,VAGA OCIOSA,Reinscrição ao Curso de Origem,Não se aplica,ECC,ENGENHARIAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,ENGENHARIA ELÉTRICA - ENERGIA - 65H,ATIVO,A Especificar,Não Informada,Não,JF
5298,2017,1,SISU,SISU - GRUPO A,Grupo A,CS,CIÊNCIAS DA SAÚDE,PRETA,Feminino,JUIZ DE FORA,INTEGRAL,MEDICINA VETERINÁRIA - 87A,ATIVO,A Especificar,Não Informada,Não,JF
5302,2025,1,SISU,SISU - GRUPO C,Grupo C,CB,CIÊNCIAS BIOLÓGICAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ABI - CIÊNCIAS BIOLÓGICAS - 01ABI,ATIVO,A Especificar,Não Informada,Não,JF
5345,2018,1,SISU,SISU - GRUPO B,Grupo B,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,MATUTINO,PEDAGOGIA - 17A,ATIVO,A Especificar,Não Informada,Não,JF
5346,2023,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ARQUITETURA E URBANISMO - 33A,ATIVO,A Especificar,Não Informada,Não,JF
5365,2026,1,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,GEOGRAFIA - 27L,ATIVO,A Especificar,Não Informada,Não,JF
5384,2025,2,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,CET,CIÊNCIAS EXATAS E DA TERRA,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,QUÍMICA - 83A,ATIVO,A Especificar,Não Informada,Não,JF
5586,2024,2,OUTROS,OPCAO SEGUNDO CICLO DO B. I. EM CIENCIAS HUMANAS,Não se aplica,CH,CIÊNCIAS HUMANAS,PRETA,Feminino,JUIZ DE FORA,NOTURNO,ABI - CIÊNCIAS SOCIAIS - 73C,ATIVO,A Especificar,Não Informada,Não,JF
5711,2024,1,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,LETRAS - 13BES,ATIVO,A Especificar,Não Informada,Não,JF
5833,2022,2,SISU,SISU - GRUPO D,Grupo D,CS,CIÊNCIAS DA SAÚDE,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,FARMÁCIA - 07A,ATIVO,A Especificar,Não Informada,Não,JF
5984,2025,1,SISU,SISU - GRUPO C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,MATUTINO,SERVIÇO SOCIAL - 19A,ATIVO,A Especificar,Não Informada,Não,JF
6065,2014,2,OUTROS,OPÇÃO SEGUNDO CICLO DO CIÊNCIAS EXATAS,Não se aplica,CET,CIÊNCIAS EXATAS E DA TERRA,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,QUÍMICA - 65GL,ATIVO,A Especificar,Não Informada,Não,JF
6087,2021,1,SISU,SISU - GRUPO D,Grupo D,CSA,CIÊNCIAS SOCIAIS APLICADAS,PARDA,Feminino,JUIZ DE FORA,MATUTINO,SERVIÇO SOCIAL - 19A,ATIVO,A Especificar,Não Informada,Não,JF
6092,2022,1,SISU,SISU - GRUPO E,Grupo E,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,MEDICINA - 15A,ATIVO,A Especificar,Não Informada,Não,JF
6194,2025,2,SISU,SISU - GRUPO C,Grupo C,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,NOTURNO,LETRAS - 29LPO,ATIVO,A Especificar,Não Informada,Não,JF
6247,2025,2,OUTROS,Nova Modalidade/Habilitação,Não se aplica,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,LETRAS - 13LFR/2ª Habilitação,ATIVO,A Especificar,Não Informada,Não,JF
6393,2022,1,SISU,SISU - GRUPO C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,NUTRIÇÃO - 64A,ATIVO,A Especificar,Não Informada,Não,JF
6445,2023,1,SISU,SISU - GRUPO D,Grupo D,ECC,ENGENHARIAS,PRETA,Feminino,JUIZ DE FORA,NOTURNO,ENGENHARIA DE PRODUÇÃO - 49A,ATIVO,A Especificar,Não Informada,Não,JF
6447,2025,2,SISU,SISU - GRUPO A,Grupo A,CSA,CIÊNCIAS SOCIAIS APLICADAS,PRETA,Feminino,JUIZ DE FORA,NOTURNO,SERVIÇO SOCIAL - 68A,ATIVO,A Especificar,Não Informada,Não,JF
6537,2021,1,PISM,Programa de Ingresso Seletivo Misto - Grupo E,Grupo E,ECC,ENGENHARIAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,ENGENHARIA DE PRODUÇÃO - 49A,ATIVO,A Especificar,Não Informada,Não,JF
6656,2025,2,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,LLA,"LINGÜÍSTICA, LETRAS E ARTES",PRETA,Feminino,JUIZ DE FORA,NOTURNO,LETRAS - 29LPO,ATIVO,A Especificar,Não Informada,Não,JF
6659,2020,2,PISM,Programa de Ingresso Seletivo Misto - Grupo A,Grupo A,LLA,"LINGÜÍSTICA, LETRAS E ARTES",PRETA,Feminino,JUIZ DE FORA,INTEGRAL,ARQUITETURA E URBANISMO - 33A,ATIVO,A Especificar,Não Informada,Não,JF
6843,2026,1,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,GEOGRAFIA - 27L,ATIVO,A Especificar,Não Informada,Não,JF
6855,2020,2,PISM,Programa de Ingresso Seletivo Misto - Grupo A,Grupo A,CS,CIÊNCIAS DA SAÚDE,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,MEDICINA VETERINÁRIA - 87A,ATIVO,A Especificar,Não Informada,Não,JF
6857,2022,2,SISU,SISU - GRUPO E,Grupo E,ECC,ENGENHARIAS,PARDA,Feminino,JUIZ DE FORA,NOTURNO,ENGENHARIA DE PRODUÇÃO - 49A,ATIVO,A Especificar,Não Informada,Não,JF
6863,2025,1,OUTROS,Nova Modalidade/Habilitação,Não se aplica,CB,CIÊNCIAS BIOLÓGICAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,CIÊNCIAS BIOLÓGICAS - 01L,ATIVO,A Especificar,Não Informada,Não,JF
7024,2025,1,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,NOTURNO,LETRAS - LIBRAS - 88A,ATIVO,A Especificar,Não Informada,Não,JF
7054,2025,1,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,NOTURNO,LETRAS - 29LPO,ATIVO,A Especificar,Não Informada,Não,JF
7065,2019,1,PISM,Programa de Ingresso Seletivo Misto - Grupo E,Grupo E,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,MATUTINO,SERVIÇO SOCIAL - 19A,ATIVO,A Especificar,Não Informada,Não,JF
7073,2019,1,PISM,Programa de Ingresso Seletivo Misto - Grupo D,Grupo D,LLA,"LINGÜÍSTICA, LETRAS E ARTES",PARDA,Feminino,JUIZ DE FORA,INTEGRAL,BACHARELADO INTERDISCIPLINAR EM ARTES E DESIGN - 66A,ATIVO,A Especificar,Não Informada,Não,JF
7076,2024,2,OUTROS,OPCAO SEGUNDO CICLO DO B. I. EM CIENCIAS HUMANAS,Não se aplica,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,CIÊNCIAS SOCIAIS - 73CB,ATIVO,A Especificar,Não Informada,Não,JF
7128,2021,1,OUTROS,OPCAO SEGUNDO CICLO DO B. I. EM ARTES E DESIGN,Não se aplica,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,BACHARELADO EM DESIGN - 66D,ATIVO,A Especificar,Não Informada,Não,JF
7148,2018,2,SISU,SISU - GRUPO D,Grupo D,CS,CIÊNCIAS DA SAÚDE,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,FARMÁCIA - 07A,ATIVO,A Especificar,Não Informada,Não,JF
7166,2024,1,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,LLA,"LINGÜÍSTICA, LETRAS E ARTES",PRETA,Feminino,JUIZ DE FORA,NOTURNO,LETRAS - LIBRAS - 88A,ATIVO,A Especificar,Não Informada,Não,JF
7469,2026,1,OUTROS,Nova Modalidade/Habilitação,Não se aplica,CS,CIÊNCIAS DA SAÚDE,PRETA,Feminino,JUIZ DE FORA,INTEGRAL,EDUCAÇÃO FÍSICA - 21L,ATIVO,A Especificar,Não Informada,Não,JF
7500,2023,2,SISU,SISU - GRUPO C,Grupo C,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,PEDAGOGIA - 30A,ATIVO,A Especificar,Não Informada,Não,JF
7667,2025,1,VAGA OCIOSA,Mudança de Curso,Não se aplica,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,GEOGRAFIA - 27L,ATIVO,A Especificar,Não Informada,Não,JF
7739,2026,1,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,CSA,CIÊNCIAS SOCIAIS APLICADAS,PARDA,Feminino,JUIZ DE FORA,NOTURNO,CIÊNCIAS CONTÁBEIS - 78A,ATIVO,A Especificar,Não Informada,Não,JF
7873,2021,1,PISM,Programa de Ingresso Seletivo Misto - Grupo A,Grupo A,CSA,CIÊNCIAS SOCIAIS APLICADAS,PRETA,Feminino,JUIZ DE FORA,INTEGRAL,DIREITO - 04A,ATIVO,A Especificar,Não Informada,Não,JF
7895,2022,2,OUTROS,CV/Nova Modalidade/Habilitação,Não se aplica,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,LETRAS - 13LIN,ATIVO,A Especificar,Não Informada,Não,JF
7948,2021,1,PISM,Programa de Ingresso Seletivo Misto - Grupo B,Grupo B,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ARQUITETURA E URBANISMO - 33A,ATIVO,A Especificar,Não Informada,Não,JF
